id,task,word_id,word,nchar,start,end,duration,gap_before,gap_after,type
C,2,44,cheeriors,9,42828,44308,1480,765,997,word
C,2,45,or,2,45305,45415,110,997,215,word
C,2,46,two.,4,45630,46309,679,215,551,fullstop
C,2,47,You,3,46860,47116,256,551,666,word
C,2,48,feel,4,47782,48226,444,666,530,word
C,2,49,good,4,48756,49042,286,530,204,word
C,2,50,about,5,49246,49630,384,204,183,word
C,2,51,eating,6,49813,50399,586,183,174,word
C,2,52,a,1,50573,50573,0,174,247,word
C,2,53,nonsugary,9,50820,52473,1653,247,834,word
C,2,54,cereal,6,53307,53972,665,834,249,word
C,2,55,and,3,54221,54431,210,249,9328,word
C,2,56,Cyour,5,63759,69400,5641,9328,364,word
C,2,57,thirst,6,69764,70547,783,364,436,word
C,2,58,is,2,70983,71176,193,436,489,word
C,2,59,quenches,8,71665,72568,903,489,718,word
C,2,60,d,1,73286,73286,0,718,813,word
C,2,61,by,2,74099,74184,85,813,234,word
C,2,62,the,3,74418,74585,167,234,2419,word
C,2,63,ilmilk.,7,77004,78860,1856,2419,1970,fullstop
D,1,2,out,3,1343,1585,242,542,276,word
D,1,3,in,2,1861,2018,157,276,278,word
D,1,4,the,3,2296,2524,228,278,500,word
D,1,5,uncharted,9,3024,4802,1778,500,528,word
D,1,6,backwaters,10,5330,6470,1140,528,391,word
D,1,7,of,2,6861,6963,102,391,270,word
D,1,8,the,3,7233,7525,292,270,265,word
D,1,9,unfashinonable,14,7790,10736,2946,265,270,word
D,1,10,end,3,11006,11276,270,270,289,word
D,1,11,of,2,11565,11699,134,289,338,word
D,1,12,the,3,12037,12372,335,338,311,word
D,1,13,western,7,12683,13388,705,311,342,word
D,1,14,spiral,6,13730,15318,1588,342,265,word
D,1,15,arm,3,15583,15876,293,265,735,word
D,1,16,of,2,16611,16697,86,735,302,word
D,1,17,the,3,16999,17266,267,302,459,word
D,1,18,Galaxy,6,17725,18638,913,459,360,word
D,1,19,lies,4,18998,19407,409,360,178,word
D,1,20,a,1,19585,19585,0,178,246,word
D,1,21,small,5,19831,20376,545,246,365,word
D,1,22,unregarded,10,20741,23474,2733,365,433,word
D,1,23,yellow,6,23907,24557,650,433,252,word
D,1,24,sun.Orbiting,12,24809,27959,3150,252,334,word
D,1,25,this,4,28293,28724,431,334,323,word
D,1,26,at,2,29047,29206,159,323,320,word
D,1,27,a,1,29526,29526,0,320,307,word
D,1,28,distance,8,29833,30705,872,307,313,word
D,1,29,of,2,31018,31160,142,313,371,word
D,1,30,roughly,7,31531,32645,1114,371,1090,word
D,1,31,ninetytwo,9,33735,37183,3448,1090,465,word
D,1,32,million,7,37648,39085,1437,465,489,word
D,1,33,miles,5,39574,40213,639,489,292,word
D,1,34,is,2,40505,40610,105,292,232,word
D,1,35,an,2,40842,40990,148,232,444,word
D,1,36,unttertterly,12,41434,45684,4250,444,540,word
D,1,37,insignificant,13,46224,48985,2761,540,428,word
D,1,38,little,6,49413,50100,687,428,376,word
D,1,39,blue,4,50476,51037,561,376,250,word
D,1,40,greeen,6,51287,52854,1567,250,394,word
D,1,41,planet,6,53248,54062,814,394,624,word
D,1,42,whose,5,54686,55608,922,624,304,word
D,1,43,apedescended,12,55912,58864,2952,304,599,word
D,1,44,life,4,59463,59807,344,599,302,word
D,1,45,forms,5,60109,60899,790,302,487,word
D,1,46,are,3,61386,61592,206,487,244,word
D,1,47,so,2,61836,61985,149,244,286,word
D,1,48,amazingly,9,62271,64067,1796,286,389,word
D,1,49,primitive,9,64456,65796,1340,389,529,word
D,1,50,that,4,66325,67494,1169,529,477,word
D,1,51,they,4,67971,68340,369,477,257,word
D,1,52,stilll,6,68597,70309,1712,257,479,word
D,1,53,think,5,70788,71306,518,479,308,word
D,1,54,digital,7,71614,72425,811,308,677,word
D,1,55,watches,7,73102,74187,1085,677,197,word
D,1,56,are,3,74384,74575,191,197,272,word
D,1,57,a,1,74847,74847,0,272,466,word
D,1,58,pretty,6,75313,75984,671,466,392,word
D,1,59,neat,4,76376,77275,899,392,408,word
D,1,60,idea.The,8,77683,79770,2087,408,376,word
D,1,61,planet,6,80146,81490,1344,376,400,word
D,1,62,"has,",4,81890,84311,2421,400,801,comma
D,1,63,or,2,85112,85240,128,801,588,word
D,1,64,rather,6,85828,86472,644,588,300,word
D,1,65,"had,",4,86772,87061,289,300,248,comma
D,1,66,a,1,87309,87309,0,248,330,word
D,1,67,"problem,",8,87639,88710,1071,330,319,comma
D,1,68,which,5,89029,89589,560,319,271,word
D,1,69,was,3,89860,90102,242,271,344,word
D,1,70,this,4,90446,90875,429,344,929,word
D,1,71,:,1,91804,91804,0,929,660,word
D,1,72,most,4,92464,93392,928,660,324,word
D,1,73,of,2,93716,93824,108,324,249,word
D,1,74,the,3,94073,94440,367,249,323,word
D,1,75,people,6,94763,95599,836,323,340,word
D,1,76,on,2,95939,96115,176,340,516,word
D,1,77,it,2,96631,96751,120,516,304,word
D,1,78,were,4,97055,97517,462,304,423,word
D,1,79,un,2,97940,98118,178,423,405,word
D,1,80,happy,5,98523,99158,635,405,250,word
D,1,81,forhappy,8,99408,102121,2713,250,370,word
D,1,82,for,3,102491,102748,257,370,701,word
D,1,83,pretty,6,103449,104590,1141,701,326,word
D,1,84,much,4,104916,105275,359,326,267,word
D,1,85,of,2,105542,105650,108,267,254,word
D,1,86,the,3,105904,106210,306,254,442,word
D,1,87,"time,.",6,106652,108229,1577,442,710,fullstop
D,1,88,Many,4,108939,109359,420,710,333,word
D,1,89,solutions,9,109692,110694,1002,333,273,word
D,1,90,were,4,110967,111417,450,273,981,word
D,1,91,suggested,9,112398,113322,924,981,287,word
D,1,92,for,3,113609,113846,237,287,317,word
D,1,93,this,4,114163,114531,368,317,257,word
D,1,94,problem,7,114788,115506,718,257,835,word
D,1,95,",",1,116341,116341,0,835,314,comma
D,1,96,but,3,116655,116872,217,314,299,word
D,1,97,most,4,117171,117569,398,299,311,word
D,1,98,of,2,117880,118010,130,311,247,word
D,1,99,these,5,118257,118940,683,247,350,word
D,1,100,were,4,119290,119881,591,350,658,word
D,1,101,largely,7,120539,124299,3760,658,424,word
D,1,102,concerned,9,124723,126142,1419,424,835,word
D,1,103,with,4,126977,127330,353,835,332,word
D,1,104,the,3,127662,127950,288,332,390,word
D,1,105,movements,9,128340,129425,1085,390,357,word
D,1,106,o,1,129782,129782,0,357,741,word
D,1,107,f,1,130523,130523,0,741,368,word
D,1,108,small,5,130891,131400,509,368,386,word
D,1,109,greeen,6,131786,134284,2498,386,453,word
D,1,110,peeiieces,9,134737,137049,2312,453,483,word
D,1,111,of,2,137532,137620,88,483,297,word
D,1,112,"paper,",6,137917,138584,667,297,334,comma
D,1,113,which,5,138918,139278,360,334,418,word
D,1,114,is,2,139696,139820,124,418,343,word
D,1,115,ooddd,5,140163,141173,1010,343,268,word
D,1,116,beccause,8,141441,143933,2492,268,308,word
D,1,117,on,2,144241,144419,178,308,285,word
D,1,118,the,3,144704,144915,211,285,206,word
D,1,119,whole,5,145121,145694,573,206,378,word
D,1,120,it,2,146072,146169,97,378,278,word
D,1,121,wasn;t't,8,146447,148218,1771,278,716,word
D,1,122,the,3,148934,149172,238,716,211,word
D,1,123,small,5,149383,149918,535,211,536,word
D,1,124,green,5,150454,151065,611,536,624,word
D,1,125,pieces,6,151689,152474,785,624,325,word
D,1,126,of,2,152799,152904,105,325,291,word
D,1,127,paper,5,153195,153617,422,291,339,word
D,1,128,that,4,153956,154320,364,339,291,word
D,1,129,were,4,154611,155014,403,291,587,word
D,2,1,popot,5,714,1898,1184,310,367,word
D,2,2,is,2,2265,2419,154,367,540,word
D,2,3,a,1,2959,2959,0,540,824,word
D,2,4,beloved,7,3783,5465,1682,824,945,word
D,2,5,communal,8,6410,7488,1078,945,393,word
D,2,6,dining,6,7881,9748,1867,393,2531,word
D,2,7,experience,10,12279,14646,2367,2531,349,word
D,2,8,originaiting,12,14995,18215,3220,349,486,word
D,2,9,from,4,18701,19157,456,486,557,word
D,2,10,East,4,19714,20254,540,557,700,word
D,2,11,Asia.,5,20954,22195,1241,700,7265,fullstop
D,2,12,Typically,9,29460,31223,1763,7265,363,word
D,2,13,enjoyed,7,31586,32621,1035,363,978,word
D,2,14,in,2,33599,33823,224,978,471,word
D,2,15,"groups,",7,34294,36907,2613,471,496,comma
D,2,16,hotpot,6,37403,38585,1182,496,611,word
D,2,17,involves,8,39196,41341,2145,611,597,word
D,2,18,a,1,41938,41938,0,597,1007,word
D,2,19,simmering,9,42945,44545,1600,1007,783,word
D,2,20,pot,3,45328,46889,1561,783,325,word
D,2,21,of,2,47214,47338,124,325,330,word
D,2,22,broth,5,47668,48243,575,330,476,word
D,2,23,placed,6,48719,50083,1364,476,650,word
D,2,24,at,2,50733,50873,140,650,274,word
D,2,25,the,3,51147,51474,327,274,241,word
D,2,26,center,6,51715,52363,648,241,268,word
D,2,27,of,2,52631,52756,125,268,253,word
D,2,28,the,3,53009,53270,261,253,208,word
D,2,29,"tabele,",7,53478,54926,1448,208,464,comma
D,2,30,werehere,8,55390,57029,1639,464,4290,word
D,2,31,people,6,61319,62026,707,4290,655,word
D,2,32,cook,4,62681,63109,428,655,685,word
D,2,33,an,2,63794,63898,104,685,465,word
D,2,34,array,5,64363,64962,599,465,697,word
D,2,35,of,2,65659,65761,102,697,353,word
D,2,36,fresh,5,66114,66751,637,353,569,word
D,2,37,"ingredients,",12,67320,70209,2889,569,462,comma
D,2,38,such,4,70671,71055,384,462,842,word
D,2,39,as,2,71897,71999,102,842,427,word
D,2,40,thinly,6,72426,73513,1087,427,558,word
D,2,41,sliced,6,74071,75273,1202,558,453,word
D,2,42,"meat,",5,75726,76498,772,453,777,comma
D,2,43,"vegetables,",11,77275,79061,1786,777,389,comma
D,2,44,and,3,79450,79673,223,389,673,word
D,2,45,noodles.,8,80346,83984,3638,673,71703,fullstop
D,2,46,The,3,155687,156017,330,71703,425,word
D,2,47,commutal,8,156442,157696,1254,425,789,word
D,2,48,nature,6,158485,159082,597,789,285,word
D,2,49,of,2,159367,159486,119,285,616,word
D,2,50,hotpot,6,160102,160786,684,616,408,word
D,2,51,make,4,161194,161454,260,408,199,word
D,2,52,it,2,161653,161754,101,199,8015,word
D,2,53,san,3,169769,170724,955,8015,342,word
D,2,54,ideal,5,171066,171504,438,342,1713,word
D,2,55,choice,6,173217,173925,708,1713,4621,word
D,2,56,for,3,178546,178769,223,4621,672,word
D,2,57,gathering,9,179441,180500,1059,672,316,word
D,2,58,family,6,180816,181885,1069,316,234,word
D,2,59,and,3,182119,182312,193,234,203,word
D,2,60,friends.,8,182515,189645,7130,203,10635,fullstop
D,2,61,Having,6,200280,200974,694,10635,297,word
D,2,62,hoptpot,7,201271,202670,1399,297,340,word
D,2,63,gradaually,10,203010,204784,1774,340,308,word
D,2,64,becaome,7,205092,206939,1847,308,276,word
D,2,65,a,1,207215,207215,0,276,944,word
D,2,66,social,6,208159,208667,508,944,7435,word
D,2,67,sociactivity,12,216102,218858,2756,7435,719,word
D,2,68,that,4,219577,219976,399,719,311,word
D,2,69,forster,7,220287,225152,4865,311,4564,word
D,2,70,s,1,229716,229716,0,4564,478,word
D,2,71,connection,10,230194,231276,1082,478,302,word
D,2,72,and,3,231578,231797,219,302,364,word
D,2,73,strengthen,10,232161,234354,2193,364,408,word
D,2,74,bonds.s,7,234762,241870,7108,408,61692,word
D,2,75,"Futhermore,",11,303562,304963,1401,61692,1185,comma
D,2,76,tSo,3,306148,321997,15849,1185,457,word
D,2,77,it,2,322454,322653,199,457,502,word
D,2,78,could,5,323155,323731,576,502,1245,word
D,2,79,offer,5,324976,325541,565,1245,5230,word
D,2,80,s,1,330771,330771,0,5230,789,word
D,2,81,a,1,331560,331560,0,789,317,word
D,2,82,healthy,7,331877,332698,821,317,5783,word
D,2,83,and,3,338481,338749,268,5783,389,word
D,2,84,nutritious,10,339138,340846,1708,389,308,word
E,1,1,out,3,625,846,221,152,155,word
E,1,2,in,2,1001,1065,64,155,116,word
E,1,3,the,3,1181,1348,167,116,486,word
E,1,4,uncharted,9,1834,2596,762,486,295,word
E,1,5,backwaters,10,2891,3819,928,295,227,word
E,1,6,of,2,4046,4105,59,227,244,word
E,1,7,the,3,4349,4601,252,244,324,word
E,1,8,unfashoionable,14,4925,7690,2765,324,3647,word
E,1,9,end,3,11337,11499,162,3647,255,word
E,1,10,of,2,11754,11827,73,255,136,word
E,1,11,the,3,11963,12135,172,136,108,word
E,1,12,wester,6,12243,12814,571,108,132,word
E,1,13,nspiral,7,12946,13494,548,132,163,word
E,1,14,arm,3,13657,13846,189,163,233,word
E,1,15,of,2,14079,14306,227,233,201,word
E,1,16,the,3,14507,14654,147,201,2604,word
E,1,17,nrn,3,17258,17844,586,2604,182,word
E,1,18,spiral,6,18026,18538,512,182,418,word
E,1,19,arm,3,18956,19156,200,418,197,word
E,1,20,of,2,19353,19429,76,197,124,word
E,1,21,the,3,19553,19701,148,124,232,word
E,1,22,Galaxy,6,19933,21378,1445,232,140,word
E,1,23,lies,4,21518,21914,396,140,192,word
E,1,24,a,1,22106,22106,0,192,270,word
E,1,25,small,5,22376,22818,442,270,195,word
E,1,26,unregarded,10,23013,23976,963,195,249,word
E,1,27,ytelellow,9,24225,25597,1372,249,194,word
E,1,28,sun.Orbiting,12,25791,33878,8087,194,161,word
E,1,29,this,4,34039,34307,268,161,178,word
E,1,32,distance,8,35191,35975,784,554,3272,word
E,1,33,a,1,39247,39247,0,3272,241,word
E,1,34,distance,8,39488,40227,739,241,163,word
E,1,35,of,2,40390,40454,64,163,149,word
E,1,36,roughly,7,40603,41185,582,149,340,word
E,1,37,ninetytwo,9,41525,43438,1913,340,326,word
E,1,38,million,7,43764,44751,987,326,210,word
E,1,39,miles,5,44961,45609,648,210,304,word
E,1,40,is,2,45913,45961,48,304,205,word
E,1,41,an,2,46166,46266,100,205,282,word
E,1,42,utterly,7,46548,47145,597,282,190,word
E,1,43,insignificant,13,47335,48789,1454,190,112,word
E,1,44,little,6,48901,49420,519,112,225,word
E,1,45,blue,4,49645,49966,321,225,152,word
E,1,46,green,5,50118,50642,524,152,193,word
E,1,47,planet,6,50835,51346,511,193,160,word
E,1,48,whose,5,51506,51972,466,160,92,word
E,1,49,apedescended,12,52064,53427,1363,92,208,word
E,1,50,life,4,53635,53973,338,208,277,word
E,1,51,forms,5,54250,54665,415,277,1009,word
E,1,52,are,3,55674,55894,220,1009,199,word
E,1,53,so,2,56093,56178,85,199,115,word
E,1,54,amazingly,9,56293,57084,791,115,190,word
E,1,55,primitive,9,57274,58232,958,190,141,word
E,1,56,that,4,58373,58565,192,141,134,word
E,1,57,they,4,58699,58997,298,134,251,word
E,1,58,still,5,59248,59730,482,251,113,word
E,1,59,think,5,59843,60241,398,113,257,word
E,1,60,digital,7,60498,61257,759,257,297,word
E,1,61,watches,7,61554,62195,641,297,180,word
E,1,62,are,3,62375,62539,164,180,195,word
E,1,63,a,1,62734,62734,0,195,392,word
E,1,64,pretty,6,63126,63643,517,392,180,word
E,1,65,neat,4,63823,64216,393,180,224,word
E,1,66,idea.This,9,64440,65896,1456,224,162,word
E,1,67,platenet,8,66058,67487,1429,162,279,word
E,1,68,"has,",4,67766,68037,271,279,198,comma
E,1,69,or,2,68235,68292,57,198,163,word
E,1,70,trather,7,68455,69436,981,163,240,word
E,1,71,"had,",4,69676,69955,279,240,171,comma
E,1,72,a,1,70126,70126,0,171,156,word
E,1,73,"problem,",8,70282,70987,705,156,100,comma
E,1,74,whchich,7,71087,72983,1896,100,212,word
E,1,75,ws,2,73195,73382,187,212,280,word
E,1,76,this:as,7,73662,75472,1810,280,251,word
E,1,77,this:,5,75723,76242,519,251,378,word
E,1,78,most,4,76620,76989,369,378,212,word
E,1,79,of,2,77201,77281,80,212,147,word
E,1,80,the,3,77428,77592,164,147,101,word
E,1,81,poeople,7,77693,78681,988,101,178,word
E,1,82,on,2,78859,78947,88,178,230,word
E,1,83,it,2,79177,79258,81,230,153,word
E,1,84,were,4,79411,79647,236,153,295,word
E,1,85,unhappy,7,79942,80589,647,295,256,word
E,1,86,for,3,80845,81016,171,256,129,word
E,1,87,pretty,6,81145,81741,596,129,156,word
E,1,88,much,4,81897,82265,368,156,245,word
E,1,89,of,2,82510,82566,56,245,132,word
E,1,90,the,3,82698,82846,148,132,128,word
E,1,91,time.,5,82974,83383,409,128,268,fullstop
E,1,92,Many,4,83651,83999,348,268,215,word
E,1,93,suolutions,10,84214,85996,1782,215,184,word
E,1,94,were,4,86180,86411,231,184,200,word
E,1,95,suggested,9,86611,87590,979,200,325,word
E,1,96,for,3,87915,88075,160,325,152,word
E,1,97,this,4,88227,88513,286,152,143,word
E,1,98,"problem,",8,88656,89628,972,143,413,comma
E,1,99,but,3,90041,90204,163,413,178,word
E,1,100,most,4,90382,90648,266,178,143,word
E,1,101,of,2,90791,90856,65,143,160,word
E,1,102,these,5,91016,91526,510,160,171,word
E,1,103,were,4,91697,91909,212,171,556,word
E,1,104,largely,7,92465,93064,599,556,235,word
E,1,105,concerned,9,93299,93909,610,235,129,word
E,1,106,with,4,94038,94299,261,129,178,word
E,1,107,the,3,94477,94617,140,178,200,word
E,1,108,movements,9,94817,95682,865,200,329,word
E,1,109,of,2,96011,96076,65,329,154,word
E,1,110,small,5,96230,96651,421,154,693,word
E,1,111,sgreen,6,97344,98099,755,693,256,word
E,1,112,pieces,6,98355,98996,641,256,175,word
E,1,113,of,2,99171,99227,56,175,150,word
E,1,114,"paper,",6,99377,99873,496,150,157,comma
E,1,115,which,5,100030,100446,416,157,186,word
E,1,116,is,2,100632,100673,41,186,183,word
E,1,117,odd,3,100856,101039,183,183,285,word
E,1,118,because,7,101324,101819,495,285,172,word
E,1,119,on,2,101991,102118,127,172,169,word
E,1,120,the,3,102287,102435,148,169,136,word
E,1,121,while,5,102571,103103,532,136,993,word
E,1,122,ole,3,104096,104328,232,993,151,word
E,1,123,it,2,104479,104599,120,151,136,word
E,1,124,wasn't,6,104735,105247,512,136,124,word
E,1,125,the,3,105371,105647,276,124,173,word
E,1,126,small,5,105820,106228,408,173,138,word
E,1,127,green,5,106366,106882,516,138,191,word
E,1,128,pieces,6,107073,107804,731,191,200,word
E,1,129,of,2,108004,108072,68,200,175,word
E,1,130,paper,5,108247,108584,337,175,144,word
E,1,131,that,4,108728,108936,208,144,120,word
E,1,132,aewerewere,10,109056,110930,1874,120,230,word
E,2,1,favorite,8,570,1315,745,244,256,word
E,2,2,foodOne,7,1571,5677,4106,256,112,word
E,2,3,of,2,5789,5892,103,112,127,word
E,2,4,my,2,6019,6085,66,127,465,word
E,2,5,faviortorite,12,6550,8439,1889,465,180,word
E,2,6,foods,5,8619,8939,320,180,284,word
E,2,7,is,2,9223,9342,119,284,110283,word
E,2,8,My,2,119625,119831,206,110283,231,word
E,2,9,favorite,8,120062,121073,1011,231,262,word
E,2,10,food,4,121335,121597,262,262,2020,word
E,2,11,One,3,123617,123887,270,2020,132,word
E,2,12,of,2,124019,124115,96,132,160,word
E,2,13,my,2,124275,124351,76,160,179,word
E,2,14,favorite,8,124530,125699,1169,179,160,word
E,2,15,foods,5,125859,126176,317,160,252,word
E,2,16,is,2,126428,126550,122,252,8832,word
E,2,17,noodles.,8,135382,136632,1250,8832,399,fullstop
E,2,18,I,1,137031,137031,0,399,332,word
E,2,19,donI,4,137363,143637,6274,332,727,word
E,2,20,like,4,144364,144743,379,727,789,word
E,2,21,anytI,5,145532,155000,9468,789,4213,word
E,2,22,I,1,159213,159213,0,4213,401,word
E,2,23,enjoy,5,159614,160117,503,401,1252,word
E,2,24,pasta,5,161369,161935,566,1252,269,word
E,2,25,as,2,162204,162313,109,269,171,word
E,2,26,well,4,162484,162810,326,171,141,word
E,2,27,as,2,162951,163015,64,141,550,word
E,2,28,ramen,5,163565,163863,298,550,152,word
E,2,29,and,3,164015,164201,186,152,230,word
E,2,30,"pho,",4,164431,164861,430,230,3721,comma
E,2,31,;,1,168582,168582,0,3721,382,word
E,2,32,really,6,168964,169371,407,382,509,word
E,2,33,any,3,169880,170117,237,509,406,word
E,2,34,otype,5,170523,171568,1045,406,128,word
E,2,35,of,2,171696,171772,76,128,341,word
E,2,36,noodles,7,172113,172820,707,341,2493,word
E,2,37,I,1,175313,175313,0,2493,4033,word
E,2,38,will,4,179346,179817,471,4033,159,word
E,2,39,always,6,179976,180480,504,159,359,word
E,2,40,like.,5,180839,181395,556,359,8864,fullstop
E,2,41,",",1,190259,190259,0,8864,437,comma
E,2,42,so,2,190696,190777,81,437,12414,word
E,2,43,Usually,7,203191,203835,644,12414,165,word
E,2,44,they,4,204000,204255,255,165,178,word
E,2,45,are,3,204433,204594,161,178,235,word
E,2,46,better,6,204829,205367,538,235,2971,word
E,2,47,hortt,5,208338,212962,4624,2971,670,word
E,2,48,ot,2,213632,213700,68,670,158,word
E,2,49,and,3,213858,213978,120,158,226,word
E,2,50,in,2,214204,214225,21,226,180,word
E,2,51,soup,4,214405,214737,332,180,644,word
E,2,52,as,2,215381,215485,104,644,163,word
F,1,1,out,3,671,827,156,250,156,word
F,1,2,in,2,983,1125,142,156,172,word
F,1,3,the,3,1297,1468,171,172,484,word
F,1,4,uncharted,9,1952,3093,1141,484,329,word
F,1,5,backwaters,10,3422,4624,1202,329,219,word
F,1,6,of,2,4843,4905,62,219,251,word
F,1,7,the,3,5156,5296,140,251,220,word
F,1,8,unfashionable,13,5516,6968,1452,220,250,word
F,1,9,end,3,7218,7421,203,250,219,word
F,1,10,of,2,7640,7734,94,219,249,word
F,1,11,the,3,7983,8140,157,249,265,word
F,1,12,western,7,8405,9280,875,265,500,word
F,1,13,spiral,6,9780,10515,735,500,250,word
F,1,14,arm,3,10765,10921,156,250,312,word
F,1,15,of,2,11233,11312,79,312,250,word
F,1,16,the,3,11562,11671,109,250,328,word
F,1,17,Galaxy,6,11999,12796,797,328,251,word
F,1,18,lies,4,13047,13358,311,251,219,word
F,1,19,a,1,13577,13577,0,219,375,word
F,1,20,small,5,13952,14390,438,375,281,word
F,1,21,unregarded,10,14671,16202,1531,281,406,word
F,1,22,yellow,6,16608,17499,891,406,297,word
F,1,23,sun.,4,17796,18358,562,297,47782,fullstop
F,1,24,Orbiting,8,66140,67749,1609,47782,313,word
F,1,25,this,4,68062,68296,234,313,219,word
F,1,26,at,2,68515,68608,93,219,235,word
F,1,27,the,3,68843,68999,156,235,1328,word
F,1,28,a,1,70327,70327,0,1328,422,word
F,1,29,distnaance,10,70749,72468,1719,422,422,word
F,1,30,of,2,72890,72952,62,422,422,word
F,1,31,roughly,7,73374,73952,578,422,172,word
F,1,32,ninetytwo,9,74124,76108,1984,172,250,word
F,1,33,million,7,76358,77280,922,250,375,word
F,1,34,miels,5,77655,78108,453,375,1500,word
F,1,35,les,3,79608,79780,172,1500,375,word
F,1,36,ais,3,80155,80749,594,375,234,word
F,1,37,an,2,80983,81077,94,234,453,word
F,1,38,untterly,8,81530,82905,1375,453,282,word
F,1,39,insifginificant,15,83187,86546,3359,282,578,word
F,1,40,little,6,87124,87702,578,578,360,word
F,1,41,blue,4,88062,88327,265,360,235,word
F,1,42,green,5,88562,89124,562,235,219,word
F,1,43,planet,6,89343,90093,750,219,250,word
F,1,44,whose,5,90343,90671,328,250,266,word
F,1,45,apecdescended,13,90937,93655,2718,266,328,word
F,1,46,lifef,5,93983,94515,532,328,734,word
F,1,47,forms,5,95249,95765,516,734,250,word
F,1,48,are,3,96015,96218,203,250,234,word
F,1,49,so,2,96452,96499,47,234,234,word
F,1,50,amazingly,9,96733,98030,1297,234,328,word
F,1,51,primitive,9,98358,99515,1157,328,218,word
F,1,52,that,4,99733,99968,235,218,203,word
F,1,53,they,4,100171,100530,359,203,266,word
F,1,54,still,5,100796,101218,422,266,156,word
F,1,55,think,5,101374,101765,391,156,437,word
F,1,56,digital,7,102202,102874,672,437,234,word
F,1,57,watches,7,103108,104062,954,234,218,word
F,1,58,are,3,104280,104562,282,218,219,word
F,1,59,a,1,104781,104781,0,219,187,word
F,1,60,pretty,6,104968,105702,734,187,266,word
F,1,61,eneat,5,105968,106858,890,266,391,word
F,1,62,idea.,5,107249,107952,703,391,2641,fullstop
F,1,63,This,4,110593,110938,345,2641,155,word
F,1,64,planest,7,111093,111780,687,155,1110,word
F,1,65,t,1,112890,112890,0,1110,468,word
F,1,66,"has,",4,113358,113749,391,468,267,comma
F,1,67,or,2,114016,114078,62,267,359,word
F,1,68,rather,6,114437,114999,562,359,203,word
F,1,69,"had,",4,115202,115640,438,203,359,comma
F,1,70,a,1,115999,115999,0,359,359,word
F,1,71,problem,7,116358,117140,782,359,875,word
F,1,72,",",1,118015,118015,0,875,250,comma
F,1,73,which,5,118265,118719,454,250,233,word
F,1,74,was,3,118952,119187,235,233,359,word
F,1,75,this:,5,119546,120093,547,359,328,word
F,1,76,most,4,120421,120796,375,328,250,word
F,1,77,of,2,121046,121155,109,250,250,word
F,1,78,the,3,121405,121562,157,250,140,word
F,1,79,people,6,121702,122108,406,140,219,word
F,1,80,ion,3,122327,122952,625,219,203,word
F,1,81,it,2,123155,123265,110,203,187,word
F,1,82,were,4,123452,123765,313,187,234,word
F,1,83,unhpaappy,9,123999,125718,1719,234,344,word
F,1,84,for,3,126062,126483,421,344,250,word
F,1,85,pretty,6,126733,127437,704,250,187,word
F,1,86,much,4,127624,128015,391,187,1500,word
F,1,87,of,2,129515,129593,78,1500,312,word
F,1,88,tyhe,4,129905,130077,172,312,235,word
F,1,89,time.,5,130312,131327,1015,235,1828,fullstop
F,1,90,he,2,133155,133233,78,1828,422,word
F,1,91,time.,5,133655,134218,563,422,4875,fullstop
F,1,92,Many,4,139093,139577,484,4875,266,word
F,1,93,solutions,9,139843,141062,1219,266,281,word
F,1,94,were,4,141343,141624,281,281,219,word
F,1,95,suggested,9,141843,142874,1031,219,359,word
F,1,96,for,3,143233,143452,219,359,203,word
F,1,97,this,4,143655,143827,172,203,141,word
F,1,98,"problem,",8,143968,145171,1203,141,250,comma
F,1,99,but,3,145421,145671,250,250,220,word
F,1,100,most,4,145891,146093,202,220,187,word
F,1,101,of,2,146280,146406,126,187,265,word
F,1,102,these,5,146671,147124,453,265,219,word
F,1,103,were,4,147343,147671,328,219,187,word
F,1,104,largenly,8,147858,149046,1188,187,437,word
F,1,105,concerned,9,149483,150624,1141,437,219,word
F,1,106,with,4,150843,151140,297,219,922,word
F,1,107,h,1,152062,152062,0,922,265,word
F,1,108,the,3,152327,152515,188,265,218,word
F,1,109,moevements,10,152733,154483,1750,218,454,word
F,1,110,of,2,154937,154983,46,454,219,word
F,1,111,small,5,155202,155827,625,219,360,word
F,1,112,gireen,6,156187,157202,1015,360,235,word
F,1,113,pieceso,7,157437,158671,1234,235,578,word
F,1,114,o,1,159249,159249,0,578,578,word
F,1,115,f,1,159827,159827,0,578,297,word
F,1,116,"peaper,",7,160124,161390,1266,297,265,comma
F,1,117,wjihich,7,161655,163156,1501,265,437,word
F,1,118,is,2,163593,163671,78,437,234,word
F,1,119,odd,3,163905,164218,313,234,359,word
F,1,120,because,7,164577,165421,844,359,328,word
F,1,121,on,2,165749,165858,109,328,172,word
F,1,122,the,3,166030,166202,172,172,297,word
F,1,123,hwjole,6,166499,167671,1172,297,1562,word
F,1,124,hole,4,169233,169577,344,1562,250,word
F,1,125,it,2,169827,169952,125,250,281,word
F,1,126,wasnt,5,170233,170718,485,281,1312,word
F,1,127,'t,2,172030,172187,157,1312,234,word
F,1,128,the,3,172421,172609,188,234,234,word
F,1,129,small,5,172843,173265,422,234,218,word
F,1,130,green,5,173483,174015,532,218,187,word
F,1,131,pieces,6,174202,174890,688,187,187,word
F,1,132,of,2,175077,175187,110,187,234,word
F,1,133,paper,5,175421,175874,453,234,234,word
