time,type,key,key_code,alt_key,ctrl_key,meta_key,shift_key,is_repeat,range_start,range_end
229866.39999997616,click,,,false,false,false,false,false,0,0
230194.60000002384,down,Shift,ShiftLeft,false,false,false,true,false,0,0
230566.5,down,I,KeyI,false,false,false,true,false,0,0
230569.39999997616,input,"I",insertText,false,false,false,false,false,1,1
230648.10000002384,up,I,KeyI,false,false,false,true,false,1,1
230684.89999997616,up,Shift,ShiftLeft,false,false,false,false,false,1,1
230691.69999998808,down," ",Space,false,false,false,false,false,1,1
230693.80000001192,input," ",insertText,false,false,false,false,false,2,2
230814.89999997616,up," ",Space,false,false,false,false,false,2,2
230886.80000001192,down,t,KeyT,false,false,false,false,false,2,2
230888.89999997616,input,"t",insertText,false,false,false,false,false,3,3
230929.39999997616,down,h,KeyH,false,false,false,false,false,3,3
230931.39999997616,input,"h",insertText,false,false,false,false,false,4,4
230980.10000002384,up,t,KeyT,false,false,false,false,false,4,4
230989.5,down,i,KeyI,false,false,false,false,false,4,4
230991.60000002384,input,"i",insertText,false,false,false,false,false,5,5
230992.60000002384,up,h,KeyH,false,false,false,false,false,5,5
231081.30000001192,down,n,KeyN,false,false,false,false,false,5,5
231083.30000001192,input,"n",insertText,false,false,false,false,false,6,6
231107.30000001192,up,i,KeyI,false,false,false,false,false,6,6
231182.5,down,k,KeyK,false,false,false,false,false,6,6
231185,input,"k",insertText,false,false,false,false,false,7,7
231205,up,n,KeyN,false,false,false,false,false,7,7
231262,up,k,KeyK,false,false,false,false,false,7,7
231395,down,k,KeyK,false,false,false,false,false,7,7
231397,input,"k",insertText,false,false,false,false,false,8,8
231520.5,up,k,KeyK,false,false,false,false,false,8,8
231709.69999998808,down,Backspace,Backspace,false,false,false,false,false,8,8
231713.39999997616,input,"",deleteContentBackward,false,false,false,false,false,7,7
231766.80000001192,down," ",Space,false,false,false,false,false,7,7
231769,input," ",insertText,false,false,false,false,false,8,8
231775.89999997616,up,Backspace,Backspace,false,false,false,false,false,8,8
231853.60000002384,up," ",Space,false,false,false,false,false,8,8
231859.80000001192,down,t,KeyT,false,false,false,false,false,8,8
231863.10000002384,input,"t",insertText,false,false,false,false,false,9,9
231924.89999997616,down,h,KeyH,false,false,false,false,false,9,9
231927.19999998808,input,"h",insertText,false,false,false,false,false,10,10
231944.80000001192,up,t,KeyT,false,false,false,false,false,10,10
231988.69999998808,down,a,KeyA,false,false,false,false,false,10,10
231990.80000001192,input,"a",insertText,false,false,false,false,false,11,11
232008.80000001192,up,h,KeyH,false,false,false,false,false,11,11
232042.69999998808,down,t,KeyT,false,false,false,false,false,11,11
232044.89999997616,input,"t",insertText,false,false,false,false,false,12,12
232097.19999998808,up,a,KeyA,false,false,false,false,false,12,12
232098.39999997616,down," ",Space,false,false,false,false,false,12,12
232100.60000002384,input," ",insertText,false,false,false,false,false,13,13
232160,up,t,KeyT,false,false,false,false,false,13,13
232187.39999997616,up," ",Space,false,false,false,false,false,13,13
232239.60000002384,down,m,KeyM,false,false,false,false,false,13,13
232241.80000001192,input,"m",insertText,false,false,false,false,false,14,14
232308.80000001192,up,m,KeyM,false,false,false,false,false,14,14
232378.30000001192,down,y,KeyY,false,false,false,false,false,14,14
232379.60000002384,input,"y",insertText,false,false,false,false,false,15,15
232458.30000001192,up,y,KeyY,false,false,false,false,false,15,15
232462.30000001192,down," ",Space,false,false,false,false,false,15,15
232464.19999998808,input," ",insertText,false,false,false,false,false,16,16
232554.30000001192,up," ",Space,false,false,false,false,false,16,16
232558.5,down,p,KeyP,false,false,false,false,false,16,16
232560.5,input,"p",insertText,false,false,false,false,false,17,17
232678.30000001192,up,p,KeyP,false,false,false,false,false,17,17
232857.5,down,Backspace,Backspace,false,false,false,false,false,17,17
232860.10000002384,input,"",deleteContentBackward,false,false,false,false,false,16,16
232895,down,f,KeyF,false,false,false,false,false,16,16
232897,input,"f",insertText,false,false,false,false,false,17,17
232929.69999998808,up,Backspace,Backspace,false,false,false,false,false,17,17
233029.60000002384,up,f,KeyF,false,false,false,false,false,17,17
233081.89999997616,down,a,KeyA,false,false,false,false,false,17,17
233083.89999997616,input,"a",insertText,false,false,false,false,false,18,18
233181.69999998808,down,c,KeyC,false,false,false,false,false,18,18
233183.80000001192,input,"c",insertText,false,false,false,false,false,19,19
233209.10000002384,up,a,KeyA,false,false,false,false,false,19,19
233290.39999997616,up,c,KeyC,false,false,false,false,false,19,19
233440.19999998808,down,Backspace,Backspace,false,false,false,false,false,19,19
233442.5,input,"",deleteContentBackward,false,false,false,false,false,18,18
