time,type,key,key_code,alt_key,ctrl_key,meta_key,shift_key,is_repeat,range_start,range_end
389676,click,,,false,false,false,false,false,0,0
422658,down,Shift,ShiftRight,false,false,false,true,false,0,0
422901,input,"F",insertCompositionText,false,false,false,false,false,0,1
422887,down,F,KeyF,false,false,false,true,false,1,1
422939,up,Shift,ShiftRight,false,false,false,false,false,1,1
422942,up,f,KeyF,false,false,false,false,false,1,1
423024,input,"F a",insertCompositionText,false,false,false,false,false,0,3
423015,down,a,KeyA,false,false,false,false,false,3,3
423115,up,a,KeyA,false,false,false,false,false,3,3
423217,input,"Far",insertCompositionText,false,false,false,false,false,0,3
423207,down,r,KeyR,false,false,false,false,false,3,3
423263.00000000006,up,r,KeyR,false,false,false,false,false,3,3
423470,input,"",deleteCompositionText,false,false,false,false,false,0,0
423470,input,"Far",insertFromComposition,false,false,false,false,false,3,3
423459,down," ",Space,false,false,false,false,false,3,3
423535,up," ",Space,false,false,false,false,false,3,3
423685,down," ",Space,false,false,false,false,false,3,3
423695,input," ",insertText,false,false,false,false,false,4,4
423749,up," ",Space,false,false,false,false,false,4,4
423868,down,CapsLock,CapsLock,false,false,false,false,false,4,4
423876.00000000006,down,Unidentified,Unidentified,false,false,false,false,false,4,4
423894,up,CapsLock,CapsLock,false,false,false,false,false,4,4
424001.00000000006,down,o,KeyO,false,false,false,false,false,4,4
424024,input,"o",insertText,false,false,false,false,false,5,5
424070,up,o,KeyO,false,false,false,false,false,5,5
424160,down,u,KeyU,false,false,false,false,false,5,5
424167.00000000006,input,"u",insertText,false,false,false,false,false,6,6
424221,up,u,KeyU,false,false,false,false,false,6,6
424243,down,t,KeyT,false,false,false,false,false,6,6
424250,input,"t",insertText,false,false,false,false,false,7,7
424331,up,t,KeyT,false,false,false,false,false,7,7
424406,down," ",Space,false,false,false,false,false,7,7
424414,input," ",insertText,false,false,false,false,false,8,8
424470,up," ",Space,false,false,false,false,false,8,8
424519,down,i,KeyI,false,false,false,false,false,8,8
424526,input,"i",insertText,false,false,false,false,false,9,9
424580,up,i,KeyI,false,false,false,false,false,9,9
424676,down,n,KeyN,false,false,false,false,false,9,9
424683,input,"n",insertText,false,false,false,false,false,10,10
424736,up,n,KeyN,false,false,false,false,false,10,10
424852.00000000006,down," ",Space,false,false,false,false,false,10,10
424859,input," ",insertText,false,false,false,false,false,11,11
424928,up," ",Space,false,false,false,false,false,11,11
424954,down,t,KeyT,false,false,false,false,false,11,11
424960.00000000006,input,"t",insertText,false,false,false,false,false,12,12
425035,up,t,KeyT,false,false,false,false,false,12,12
425058,down,h,KeyH,false,false,false,false,false,12,12
425064,input,"h",insertText,false,false,false,false,false,13,13
425131,up,h,KeyH,false,false,false,false,false,13,13
425182,down,e,KeyE,false,false,false,false,false,13,13
425189,input,"e",insertText,false,false,false,false,false,14,14
425255,up,e,KeyE,false,false,false,false,false,14,14
425331,down," ",Space,false,false,false,false,false,14,14
425338,input," ",insertText,false,false,false,false,false,15,15
