time,type,key,key_code,alt_key,ctrl_key,meta_key,shift_key,is_repeat,range_start,range_end
2691,click,,,false,false,false,false,false,0,0
4848.800000011921,click,,,false,false,false,false,false,0,0
5581.300000011921,click,,,false,false,false,false,false,0,0
27321.400000035763,click,,,false,false,false,false,false,0,0
29671.30000001192,click,,,false,false,false,false,false,0,0
34546.30000001192,down,CapsLock,CapsLock,false,false,false,false,false,0,0
34686.700000047684,up,CapsLock,CapsLock,false,false,false,false,false,0,0
34740.90000003576,down,F,KeyF,false,false,false,false,false,0,0
34743.30000001192,input,"F",insertText,false,false,false,false,false,1,1
34779.5,down,CapsLock,CapsLock,false,false,false,false,false,1,1
34901.60000002384,up,f,KeyF,false,false,false,false,false,1,1
34938.90000003576,down,a,KeyA,false,false,false,false,false,1,1
34940.80000001192,input,"a",insertText,false,false,false,false,false,2,2
35083.700000047684,up,CapsLock,CapsLock,false,false,false,false,false,2,2
35132.40000003576,up,a,KeyA,false,false,false,false,false,2,2
35241.40000003576,down,r,KeyR,false,false,false,false,false,2,2
35243.40000003576,input,"r",insertText,false,false,false,false,false,3,3
35340.40000003576,down," ",Space,false,false,false,false,false,3,3
35342.30000001192,input," ",insertText,false,false,false,false,false,4,4
35365.30000001192,up,r,KeyR,false,false,false,false,false,4,4
35483.5,down,o,KeyO,false,false,false,false,false,4,4
35485.30000001192,input,"o",insertText,false,false,false,false,false,5,5
35517.5,up," ",Space,false,false,false,false,false,5,5
35560.30000001192,down,u,KeyU,false,false,false,false,false,5,5
35562.30000001192,input,"u",insertText,false,false,false,false,false,6,6
35687.10000002384,down,t,KeyT,false,false,false,false,false,6,6
35689.60000002384,input,"t",insertText,false,false,false,false,false,7,7
35720.60000002384,up,o,KeyO,false,false,false,false,false,7,7
35747.40000003576,up,u,KeyU,false,false,false,false,false,7,7
35774.5,down," ",Space,false,false,false,false,false,7,7
35776.40000003576,input," ",insertText,false,false,false,false,false,8,8
35830.80000001192,up,t,KeyT,false,false,false,false,false,8,8
35851.30000001192,down,i,KeyI,false,false,false,false,false,8,8
35853.200000047684,input,"i",insertText,false,false,false,false,false,9,9
35915.10000002384,down,n,KeyN,false,false,false,false,false,9,9
35917.40000003576,input,"n",insertText,false,false,false,false,false,10,10
35916.60000002384,up," ",Space,false,false,false,false,false,10,10
35968.30000001192,down," ",Space,false,false,false,false,false,10,10
35969.90000003576,input," ",insertText,false,false,false,false,false,11,11
35984.30000001192,up,i,KeyI,false,false,false,false,false,11,11
36003.700000047684,down,t,KeyT,false,false,false,false,false,11,11
36005.80000001192,input,"t",insertText,false,false,false,false,false,12,12
36005.10000002384,up,n,KeyN,false,false,false,false,false,12,12
36060.5,down,h,KeyH,false,false,false,false,false,12,12
36062.200000047684,input,"h",insertText,false,false,false,false,false,13,13
36089.10000002384,up," ",Space,false,false,false,false,false,13,13
36121.80000001192,down,e,KeyE,false,false,false,false,false,13,13
36123.30000001192,input,"e",insertText,false,false,false,false,false,14,14
36160.40000003576,up,t,KeyT,false,false,false,false,false,14,14
36188,down," ",Space,false,false,false,false,false,14,14
36189.90000003576,input," ",insertText,false,false,false,false,false,15,15
36189.40000003576,up,h,KeyH,false,false,false,false,false,15,15
36289.90000003576,up,e,KeyE,false,false,false,false,false,15,15
36301.60000002384,down,u,KeyU,false,false,false,false,false,15,15
36302.700000047684,input,"u",insertText,false,false,false,false,false,16,16
36320.60000002384,up," ",Space,false,false,false,false,false,16,16
36359.90000003576,down,n,KeyN,false,false,false,false,false,16,16
36361.200000047684,input,"n",insertText,false,false,false,false,false,17,17
36492.90000003576,up,u,KeyU,false,false,false,false,false,17,17
36563.90000003576,up,n,KeyN,false,false,false,false,false,17,17
36702.80000001192,down,c,KeyC,false,false,false,false,false,17,17
36705.80000001192,input,"c",insertText,false,false,false,false,false,18,18
36768.40000003576,down,h,KeyH,false,false,false,false,false,18,18
36769.80000001192,input,"h",insertText,false,false,false,false,false,19,19
36830,up,c,KeyC,false,false,false,false,false,19,19
36922.30000001192,down,a,KeyA,false,false,false,false,false,19,19
36924,input,"a",insertText,false,false,false,false,false,20,20
36931.30000001192,up,h,KeyH,false,false,false,false,false,20,20
36966,down,r,KeyR,false,false,false,false,false,20,20
36967.700000047684,input,"r",insertText,false,false,false,false,false,21,21
37023.80000001192,up,a,KeyA,false,false,false,false,false,21,21
37111.10000002384,up,r,KeyR,false,false,false,false,false,21,21
37138.60000002384,down,t,KeyT,false,false,false,false,false,21,21
37140,input,"t",insertText,false,false,false,false,false,22,22
37206.30000001192,down,e,KeyE,false,false,false,false,false,22,22
37207.700000047684,input,"e",insertText,false,false,false,false,false,23,23
37269.30000001192,up,t,KeyT,false,false,false,false,false,23,23
37329.30000001192,up,e,KeyE,false,false,false,false,false,23,23
37355.5,down,d,KeyD,false,false,false,false,false,23,23
37357.30000001192,input,"d",insertText,false,false,false,false,false,24,24
37422.40000003576,down," ",Space,false,false,false,false,false,24,24
37424.10000002384,input," ",insertText,false,false,false,false,false,25,25
37466.10000002384,up,d,KeyD,false,false,false,false,false,25,25
37533.30000001192,down,b,KeyB,false,false,false,false,false,25,25
37535.200000047684,input,"b",insertText,false,false,false,false,false,26,26
37576.80000001192,up," ",Space,false,false,false,false,false,26,26
37598.200000047684,down,a,KeyA,false,false,false,false,false,26,26
37599.80000001192,input,"a",insertText,false,false,false,false,false,27,27
37641.90000003576,up,b,KeyB,false,false,false,false,false,27,27
37651.60000002384,down,c,KeyC,false,false,false,false,false,27,27
37653,input,"c",insertText,false,false,false,false,false,28,28
37719.80000001192,down,k,KeyK,false,false,false,false,false,28,28
37722.30000001192,input,"k",insertText,false,false,false,false,false,29,29
37721.10000002384,up,a,KeyA,false,false,false,false,false,29,29
37775,up,c,KeyC,false,false,false,false,false,29,29
37818.60000002384,down,w,KeyW,false,false,false,false,false,29,29
37820.700000047684,input,"w",insertText,false,false,false,false,false,30,30
37866.80000001192,down,a,KeyA,false,false,false,false,false,30,30
37868.200000047684,input,"a",insertText,false,false,false,false,false,31,31
37875.80000001192,up,k,KeyK,false,false,false,false,false,31,31
37933.30000001192,up,w,KeyW,false,false,false,false,false,31,31
37966.30000001192,down,t,KeyT,false,false,false,false,false,31,31
37968.200000047684,input,"t",insertText,false,false,false,false,false,32,32
38010.5,up,a,KeyA,false,false,false,false,false,32,32
38064.10000002384,down,e,KeyE,false,false,false,false,false,32,32
38065.60000002384,input,"e",insertText,false,false,false,false,false,33,33
38095.60000002384,up,t,KeyT,false,false,false,false,false,33,33
38169.5,down,r,KeyR,false,false,false,false,false,33,33
